timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1558693783025,64,LoginPage,200,OK,Users 1-1,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4023,391,3,3,http://vol4-capybara.herokuapp.com/users/sign_in,64,0,0
1558693783084,62,LoginPage,200,OK,Users 1-2,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4038,381,3,3,http://vol4-capybara.herokuapp.com/users/sign_in,59,0,0
1558693783097,71,RegisterPage,200,OK,Users 1-1,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4106,379,3,3,http://vol4-capybara.herokuapp.com/users/sign_up,71,0,0
1558693783153,61,RegisterPage,200,OK,Users 1-2,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4114,387,4,4,http://vol4-capybara.herokuapp.com/users/sign_up,61,0,0
1558693783193,71,LoginPage,200,OK,Users 1-3,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4044,377,4,4,http://vol4-capybara.herokuapp.com/users/sign_in,65,0,0
1558693783268,65,RegisterPage,200,OK,Users 1-3,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4112,393,5,5,http://vol4-capybara.herokuapp.com/users/sign_up,65,0,0
1558693783276,62,LoggingIn,200,OK,Users 1-1,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,725,5,5,http://vol4-capybara.herokuapp.com/users/sign_in,62,0,0
1558693783297,63,LoggingIn,200,OK,Users 1-2,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,733,5,5,http://vol4-capybara.herokuapp.com/users/sign_in,62,0,0
1558693783297,65,LoginPage,200,OK,Users 1-4,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4044,391,5,5,http://vol4-capybara.herokuapp.com/users/sign_in,61,0,0
1558693783364,67,RegisterPage,200,OK,Users 1-4,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4102,393,6,6,http://vol4-capybara.herokuapp.com/users/sign_up,67,0,0
1558693783367,65,LoginPage,200,OK,Users 1-5,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4037,385,6,6,http://vol4-capybara.herokuapp.com/users/sign_in,65,0,0
1558693783410,78,LoggingIn,200,OK,Users 1-3,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,731,7,7,http://vol4-capybara.herokuapp.com/users/sign_in,77,0,0
1558693783435,70,RegisterPage,200,OK,Users 1-5,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4111,393,7,7,http://vol4-capybara.herokuapp.com/users/sign_up,70,0,0
1558693783490,72,LoginPage,200,OK,Users 1-6,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4038,385,7,7,http://vol4-capybara.herokuapp.com/users/sign_in,67,0,0
1558693783565,73,RegisterPage,200,OK,Users 1-6,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4104,387,8,8,http://vol4-capybara.herokuapp.com/users/sign_up,73,0,0
1558693783520,127,LoggingIn,200,OK,Users 1-4,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,721,8,8,http://vol4-capybara.herokuapp.com/users/sign_in,104,0,0
1558693783580,72,LoginPage,200,OK,Users 1-7,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4033,377,8,8,http://vol4-capybara.herokuapp.com/users/sign_in,72,0,0
1558693783601,82,LoggingIn,200,OK,Users 1-5,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,723,9,9,http://vol4-capybara.herokuapp.com/users/sign_in,82,0,0
1558693783655,71,RegisterPage,200,OK,Users 1-7,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4107,389,9,9,http://vol4-capybara.herokuapp.com/users/sign_up,70,0,0
1558693783697,96,LoginPage,200,OK,Users 1-8,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4036,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,94,0,0
1558693783769,82,LoggingIn,200,OK,Users 1-6,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,723,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,72,0,0
1558693783791,63,LoginPage,200,OK,Users 1-9,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4027,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,63,0,0
1558693783796,77,RegisterPage,200,OK,Users 1-8,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4109,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,75,0,0
1558693783820,81,LoggingIn,200,OK,Users 1-7,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,719,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,63,0,0
1558693783857,65,RegisterPage,200,OK,Users 1-9,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4104,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,65,0,0
1558693783905,73,LoginPage,200,OK,Users 1-10,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4042,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,71,0,0
1558693783960,87,LoggingIn,200,OK,Users 1-8,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,721,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,87,0,0
1558693783980,83,RegisterPage,200,OK,Users 1-10,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4109,391,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,80,0,0
1558693784110,65,LoggingIn,200,OK,Users 1-9,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,723,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,65,0,0
1558693784176,94,LoggingIn,200,OK,Users 1-10,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,721,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,76,0,0
1558693784219,138,AddingIngredient,200,OK,Users 1-1,text,false,"The result was the wrong size: It was 4 690 bytes, but should have been less than 1 000 bytes.",4690,1350,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,76,0,0
1558693784219,76,AddingIngredient-0,302,Found,Users 1-1,text,true,,466,710,10,10,http://vol4-capybara.herokuapp.com/ingredients,76,0,0
1558693784295,62,AddingIngredient-1,200,OK,Users 1-1,text,true,,4224,640,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,55,0,0
1558693784284,171,AddingIngredient,200,OK,Users 1-2,text,false,"The result was the wrong size: It was 4 684 bytes, but should have been less than 1 000 bytes.",4684,1306,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,71,0,0
1558693784284,71,AddingIngredient-0,302,Found,Users 1-2,text,true,,466,688,10,10,http://vol4-capybara.herokuapp.com/ingredients,71,0,0
1558693784355,100,AddingIngredient-1,200,OK,Users 1-2,text,true,,4218,618,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,97,0,0
1558693784357,190,GenereteRecipe,200,OK,Users 1-1,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5453,2095,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,104,0,0
1558693784357,104,GenereteRecipe-0,302,Found,Users 1-1,text,true,,1071,993,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=breakfast&Diet_category=vegan&selected_ingredients[]=almonds&commit=Generate+a+recipe,104,0,0
1558693784461,86,GenereteRecipe-1,200,OK,Users 1-1,text,true,,4382,1102,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,72,0,0
1558693784455,141,GenereteRecipe,200,OK,Users 1-2,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5433,2073,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,72,0,0
1558693784455,72,GenereteRecipe-0,302,Found,Users 1-2,text,true,,1061,981,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=diner&Diet_category=meat&selected_ingredients[]=turkey&commit=Generate+a+recipe,72,0,0
1558693784527,69,GenereteRecipe-1,200,OK,Users 1-2,text,true,,4372,1092,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,65,0,0
1558693784487,141,AddingIngredient,200,OK,Users 1-3,text,false,"The result was the wrong size: It was 4 688 bytes, but should have been less than 1 000 bytes.",4688,1322,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,66,0,0
1558693784487,66,AddingIngredient-0,302,Found,Users 1-3,text,true,,466,696,10,10,http://vol4-capybara.herokuapp.com/ingredients,66,0,0
1558693784553,75,AddingIngredient-1,200,OK,Users 1-3,text,true,,4222,626,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,64,0,0
1558693784664,63,LoginPage,200,OK,Users 1-1,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4047,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,58,0,0
1558693784630,117,AddingIngredient,200,OK,Users 1-5,text,false,"The result was the wrong size: It was 4 686 bytes, but should have been less than 1 000 bytes.",4686,1338,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,58,0,0
1558693784630,58,AddingIngredient-0,302,Found,Users 1-5,text,true,,466,704,10,10,http://vol4-capybara.herokuapp.com/ingredients,58,0,0
1558693784689,58,AddingIngredient-1,200,OK,Users 1-5,text,true,,4220,634,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,57,0,0
1558693784629,143,GenereteRecipe,200,OK,Users 1-3,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5448,2102,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,62,0,0
1558693784629,62,GenereteRecipe-0,302,Found,Users 1-3,text,true,,1079,992,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=supper&Diet_category=vegetarian&selected_ingredients[]=onions&commit=Generate+a+recipe,62,0,0
1558693784691,81,GenereteRecipe-1,200,OK,Users 1-3,text,true,,4369,1110,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,81,0,0
1558693784709,99,LoginPage,200,OK,Users 1-2,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4027,389,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,99,0,0
1558693784633,204,AddingIngredient,200,OK,Users 1-4,text,false,"The operation lasted too long: It took 204 milliseconds, but should not have lasted longer than 200 milliseconds.",4686,1314,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,69,0,0
1558693784633,69,AddingIngredient-0,302,Found,Users 1-4,text,true,,466,692,10,10,http://vol4-capybara.herokuapp.com/ingredients,69,0,0
1558693784702,135,AddingIngredient-1,200,OK,Users 1-4,text,true,,4220,622,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,132,0,0
1558693784811,77,RegisterPage,200,OK,Users 1-2,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4122,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,75,0,0
1558693784747,203,GenereteRecipe,200,OK,Users 1-5,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5480,2105,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,81,0,0
1558693784747,81,GenereteRecipe-0,302,Found,Users 1-5,text,true,,1085,989,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=dessert&Diet_category=vegetarian&selected_ingredients[]=milk&commit=Generate+a+recipe,81,0,0
1558693784828,122,GenereteRecipe-1,200,OK,Users 1-5,text,true,,4395,1116,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,120,0,0
1558693784796,170,AddingIngredient,200,OK,Users 1-6,text,false,"The result was the wrong size: It was 4 673 bytes, but should have been less than 1 000 bytes.",4673,1326,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,56,0,0
1558693784796,56,AddingIngredient-0,302,Found,Users 1-6,text,true,,466,698,10,10,http://vol4-capybara.herokuapp.com/ingredients,56,0,0
1558693784852,114,AddingIngredient-1,200,OK,Users 1-6,text,true,,4207,628,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,114,0,0
1558693784930,69,LoginPage,200,OK,Users 1-3,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4036,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,65,0,0
1558693784838,189,GenereteRecipe,200,OK,Users 1-4,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5438,2075,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,90,0,0
1558693784838,90,GenereteRecipe-0,302,Found,Users 1-4,text,true,,1059,985,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=lunch&Diet_category=gluten&selected_ingredients[]=carrot&commit=Generate+a+recipe,90,0,0
1558693784928,99,GenereteRecipe-1,200,OK,Users 1-4,text,true,,4379,1090,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,99,0,0
1558693784920,124,AddingIngredient,200,OK,Users 1-7,text,false,"The result was the wrong size: It was 4 686 bytes, but should have been less than 1 000 bytes.",4686,1314,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,57,0,0
1558693784920,57,AddingIngredient-0,302,Found,Users 1-7,text,true,,466,692,10,10,http://vol4-capybara.herokuapp.com/ingredients,57,0,0
1558693784977,67,AddingIngredient-1,200,OK,Users 1-7,text,true,,4220,622,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,63,0,0
1558693785001,60,RegisterPage,200,OK,Users 1-3,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4102,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,60,0,0
1558693784730,331,RegisterPage,200,OK,Users 1-1,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4116,389,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,324,0,0
1558693785023,63,LoggingIn,200,OK,Users 1-2,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,727,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,62,0,0
1558693784966,143,GenereteRecipe,200,OK,Users 1-6,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5471,2093,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,59,0,0
1558693784966,59,GenereteRecipe-0,302,Found,Users 1-6,text,true,,1079,983,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=breakfast&Diet_category=vegan&selected_ingredients[]=almonds&commit=Generate+a+recipe,59,0,0
1558693785025,84,GenereteRecipe-1,200,OK,Users 1-6,text,true,,4392,1110,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,79,0,0
1558693785057,127,LoginPage,200,OK,Users 1-5,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4034,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,114,0,0
1558693785027,166,AddingIngredient,200,OK,Users 1-8,text,false,"The result was the wrong size: It was 4 689 bytes, but should have been less than 1 000 bytes.",4689,1314,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,61,0,0
1558693785027,61,AddingIngredient-0,302,Found,Users 1-8,text,true,,466,692,10,10,http://vol4-capybara.herokuapp.com/ingredients,61,0,0
1558693785088,105,AddingIngredient-1,200,OK,Users 1-8,text,true,,4223,622,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,105,0,0
1558693785045,161,GenereteRecipe,200,OK,Users 1-7,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5440,2087,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,60,0,0
1558693785045,60,GenereteRecipe-0,302,Found,Users 1-7,text,true,,1073,983,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=diner&Diet_category=meat&selected_ingredients[]=turkey&commit=Generate+a+recipe,60,0,0
1558693785105,101,GenereteRecipe-1,200,OK,Users 1-7,text,true,,4367,1104,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,101,0,0
1558693785144,88,LoginPage,200,OK,Users 1-4,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4038,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,85,0,0
1558693785063,201,AddingIngredient,200,OK,Users 1-9,text,false,"The operation lasted too long: It took 201 milliseconds, but should not have lasted longer than 200 milliseconds.",4721,1338,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,72,0,0
1558693785063,72,AddingIngredient-0,302,Found,Users 1-9,text,true,,466,704,10,10,http://vol4-capybara.herokuapp.com/ingredients,72,0,0
1558693785136,128,AddingIngredient-1,200,OK,Users 1-9,text,true,,4255,634,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,121,0,0
1558693785187,82,RegisterPage,200,OK,Users 1-5,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4117,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,78,0,0
1558693785234,85,RegisterPage,200,OK,Users 1-4,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4109,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,76,0,0
1558693785185,148,AddingIngredient,200,OK,Users 1-10,text,false,"The result was the wrong size: It was 4 690 bytes, but should have been less than 1 000 bytes.",4690,1330,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,83,0,0
1558693785185,83,AddingIngredient-0,302,Found,Users 1-10,text,true,,466,700,10,10,http://vol4-capybara.herokuapp.com/ingredients,83,0,0
1558693785268,65,AddingIngredient-1,200,OK,Users 1-10,text,true,,4224,630,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,63,0,0
1558693785247,100,LoggingIn,200,OK,Users 1-1,text,false,"The result was the wrong size: It was 3 780 bytes, but should have been less than 1 000 bytes.",3780,721,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,96,0,0
1558693785266,81,LoginPage,200,OK,Users 1-6,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4043,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,77,0,0
1558693785313,73,LoginPage,200,OK,Users 1-7,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4030,381,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,67,0,0
1558693785194,198,GenereteRecipe,200,OK,Users 1-8,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5479,2114,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,81,0,0
1558693785194,81,GenereteRecipe-0,302,Found,Users 1-8,text,true,,1083,1000,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=supper&Diet_category=vegetarian&selected_ingredients[]=onions&commit=Generate+a+recipe,81,0,0
1558693785275,117,GenereteRecipe-1,200,OK,Users 1-8,text,true,,4396,1114,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,114,0,0
1558693785264,151,LoggingIn,200,OK,Users 1-3,text,false,"The result was the wrong size: It was 3 780 bytes, but should have been less than 1 000 bytes.",3780,721,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,131,0,0
1558693785265,150,GenereteRecipe,200,OK,Users 1-9,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5418,2103,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,82,0,0
1558693785265,82,GenereteRecipe-0,302,Found,Users 1-9,text,true,,1059,1013,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=lunch&Diet_category=gluten&selected_ingredients[]=carrot&commit=Generate+a+recipe,82,0,0
1558693785347,68,GenereteRecipe-1,200,OK,Users 1-9,text,true,,4359,1090,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,68,0,0
1558693785349,77,RegisterPage,200,OK,Users 1-6,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4111,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,71,0,0
1558693785271,229,Registration,200,OK,Users 1-5,text,false,"The operation lasted too long: It took 229 milliseconds, but should not have lasted longer than 200 milliseconds.",4222,13399,10,10,http://vol4-capybara.herokuapp.com/users,225,0,0
1558693785333,170,GenereteRecipe,200,OK,Users 1-10,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),5454,2105,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,83,0,0
1558693785333,83,GenereteRecipe-0,302,Found,Users 1-10,text,true,,1081,993,10,10,http://vol4-capybara.herokuapp.com/ingredients?Food_category=dessert&Diet_category=vegetarian&selected_ingredients[]=milk&commit=Generate+a+recipe,83,0,0
1558693785416,87,GenereteRecipe-1,200,OK,Users 1-10,text,true,,4373,1112,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,87,0,0
1558693785389,116,RegisterPage,200,OK,Users 1-7,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4108,379,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,116,0,0
1558693785395,206,HomePage,200,OK,Users 1-8,text,false,"The operation lasted too long: It took 206 milliseconds, but should not have lasted longer than 200 milliseconds.",2989,131,10,10,http://vol4-capybara.herokuapp.com/,161,0,103
1558693785502,102,LoggingIn,200,OK,Users 1-4,text,false,"The result was the wrong size: It was 3 773 bytes, but should have been less than 1 000 bytes.",3773,721,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,98,0,0
1558693785500,131,LoggingIn,200,OK,Users 1-5,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,729,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,131,0,0
1558693785514,117,LoggingIn,200,OK,Users 1-6,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,723,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,117,0,0
1558693785603,63,LoginPage,200,OK,Users 1-9,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4036,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,55,0,0
1558693785603,71,LoginPage,200,OK,Users 1-8,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4027,387,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,71,0,0
1558693785653,71,LoggingIn,200,OK,Users 1-7,text,false,"The result was the wrong size: It was 3 766 bytes, but should have been less than 1 000 bytes.",3766,727,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,71,0,0
1558693785503,234,SpecificProductPage,200,OK,Users 1-1,text,false,"The operation lasted too long: It took 234 milliseconds, but should not have lasted longer than 200 milliseconds.",5151,1186,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,141,0,0
1558693785503,141,SpecificProductPage-0,302,Found,Users 1-1,text,true,,921,556,10,10,http://vol4-capybara.herokuapp.com/products/200,141,0,0
1558693785644,93,SpecificProductPage-1,200,OK,Users 1-1,text,true,,4230,630,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,80,0,0
1558693785636,79,LoginPage,200,OK,Users 1-10,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 14 (allowed 0),4033,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,79,0,0
1558693785668,80,RegisterPage,200,OK,Users 1-9,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4107,385,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,74,0,0
1558693785676,91,RegisterPage,200,OK,Users 1-8,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4108,383,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,91,0,0
1558693785740,58,RegisterPage,200,OK,Users 1-10,text,false,Tidy Parser errors:   0 (allowed 0) Tidy Parser warnings: 15 (allowed 0),4106,389,10,10,http://vol4-capybara.herokuapp.com/users/sign_up,58,0,0
1558693785776,211,SpecificProductPage,200,OK,Users 1-6,text,false,"The operation lasted too long: It took 211 milliseconds, but should not have lasted longer than 200 milliseconds.",5149,1186,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,90,0,0
1558693785776,90,SpecificProductPage-0,302,Found,Users 1-6,text,true,,921,556,10,10,http://vol4-capybara.herokuapp.com/products/200,90,0,0
1558693785866,121,SpecificProductPage-1,200,OK,Users 1-6,text,true,,4228,630,10,10,http://vol4-capybara.herokuapp.com/users/sign_in,118,0,0
